"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 23 19:08:19 UTC 2025","Thu Oct 23 19:08:53 UTC 2025","33786","tests","test_11_CMS_Notifications","","","","test_CMS_11_14_0_Delete_From_Comment_Thread","
Test Case 214: Verify ability to delete comment from comment/question thread.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Open the first comment thread
7. Delete comment in thread
8. Verify comment is deleted successfully
"
"passed","Thu Oct 23 18:50:47 UTC 2025","Thu Oct 23 18:51:25 UTC 2025","37592","tests","test_7_CMS_Authentication","","","","test_NAF_7_4_0_Edit_Profile","
Test that a user with admin role can access the profile page and edit profile information.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the profile button
7. Verify that the user is on the profile page
8. Click the edit profile button
9. Enter the new profile information
10. Click the save button
11. Verify that the profile information is updated
"
"passed","Thu Oct 23 19:03:03 UTC 2025","Thu Oct 23 19:03:27 UTC 2025","24047","tests","test_11_CMS_Notifications","","","","test_CMS_11_2_0_Mark_First_Notification_As_Read","
Test Case 201: Verify the ""Mark as read"" button functionality.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark the first notification as read
5. Verify notification status changes
"
"passed","Thu Oct 23 19:10:20 UTC 2025","Thu Oct 23 19:11:11 UTC 2025","51614","tests","test_12_CMS_Communities","","","","test_NAF_12_4_0_delete_edit_own_and_others_post","
Test Case 238: Verify Admin/Coach Can Edit Own Post
Test Case 239: Verify Admin/Coach Can Delete Own Post
Test Case 242: Verify Admin/Coach Can Edit Own Reply
Test Case 243: Verify Admin/Coach Can Delete Own Reply

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Edit the post with new content
7. Add a comment to the post
8. Delete the comment
9. Delete the post
"
"passed","Thu Oct 23 19:03:27 UTC 2025","Thu Oct 23 19:03:54 UTC 2025","27076","tests","test_11_CMS_Notifications","","","","test_CMS_11_3_0_Switch_Between_Tabs","
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
"
"passed","Thu Oct 23 18:52:06 UTC 2025","Thu Oct 23 18:52:28 UTC 2025","22189","tests","test_8_CMS_Video_Management","","","","test_NAF_8_2_0_View_All_Videos_Uploaded","
Test that an admin user can view all videos uploaded to the CMS platform.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Verify all video columns are displayed correctly
5. Verify videos list is accessible
"
"passed","Thu Oct 23 18:51:25 UTC 2025","Thu Oct 23 18:51:45 UTC 2025","20729","tests","test_7_CMS_Authentication","","","","test_NAF_7_6_0_Edit_User_Role","
Test that a user with admin role has access to the whole list of mobile users, 
where admins are identified by ""admin"" role.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Edit user role
7. Verify that the user role is updated
"
"passed","Thu Oct 23 19:05:09 UTC 2025","Thu Oct 23 19:05:32 UTC 2025","23645","tests","test_11_CMS_Notifications","","","","test_CMS_11_7_0_Mark_Single_Notification_As_Read_Unread","
Test Case 207: Verify marking a single notification as read and unread.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a single notification as read
5. Mark the same notification as unread
6. Verify status changes correctly
"
"passed","Thu Oct 23 18:56:56 UTC 2025","Thu Oct 23 18:57:20 UTC 2025","23335","tests","test_9_Programs_Management","","","","test_NAF_9_1_0_Navigate_To_Programs_Section","
Test that an admin user can navigate to the program section of the app through the side menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section via side menu
4. Verify successful navigation to programs section
"
"passed","Thu Oct 23 18:58:23 UTC 2025","Thu Oct 23 18:59:00 UTC 2025","36968","tests","test_9_Programs_Management","","","","test_NAF_9_6_0_Delete_Program","
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
"
"passed","Thu Oct 23 18:57:46 UTC 2025","Thu Oct 23 18:58:23 UTC 2025","36982","tests","test_9_Programs_Management","","","","test_NAF_9_3_0_Search_Program","
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
"
"passed","Thu Oct 23 18:53:33 UTC 2025","Thu Oct 23 18:53:57 UTC 2025","24692","tests","test_8_CMS_Video_Management","","","","test_NAF_8_7_0_Upload_Video_With_Unpublished_Status","
Test that an admin user can upload a new video to the platform with unpublished status.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Verify video is uploaded with unpublished status
6. Verify video appears in the videos list
"
"passed","Thu Oct 23 19:07:26 UTC 2025","Thu Oct 23 19:07:50 UTC 2025","23266","tests","test_11_CMS_Notifications","","","","test_CMS_11_12_0_Close_Comments_View","
Test Case 212: Verify ability to close comments view.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Close the comments view using Escape key
8. Verify comments view is closed successfully
"
