"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 01 11:45:01 UTC 2026","Thu Jan 01 11:45:42 UTC 2026","40919","tests","test_9_Programs_Management","","","","test_NAF_9_6_0_Delete_Program","
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
"
"passed","Thu Jan 01 11:50:35 UTC 2026","Thu Jan 01 11:50:58 UTC 2026","23155","tests","test_11_CMS_Notifications","","","","test_CMS_11_6_0_Mark_Multiple_Notifications_As_Read","
Test Case 205: Verify that marking multiple notifications as read works correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark multiple notifications as read (up to 3)
5. Verify each notification is marked as read
"
"passed","Thu Jan 01 11:36:34 UTC 2026","Thu Jan 01 11:37:16 UTC 2026","41779","tests.android","test_2_Authentication","TestAuthentication","","","test_NAF_2_2_0_successful_login","
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    "
"passed","Thu Jan 01 11:37:08 UTC 2026","Thu Jan 01 11:37:34 UTC 2026","25686","tests","test_8_CMS_Video_Management","","","","test_NAF_8_3_0_Search_Videos_Invalid_Keyword","
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by invalid keyword
6. Verify search results display no videos
"
"passed","Thu Jan 01 12:01:41 UTC 2026","Thu Jan 01 12:03:02 UTC 2026","80929","tests.android","test_4_Program_Management","TestProgramManagement","","","test_NAF_4_10_0_mark_step_as_complete","
    Test Case: NAF-133
    As a user I should be able to make progress in the program by completing each step of it
    Scenario: Mark step as complete
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click 'Mark as complete' button
    7. Verify 'Day 1 complete!' popup is displayed
    8. Click 'Back Home' button
    9. Verify progress is not 0%
    "
"passed","Thu Jan 01 11:55:13 UTC 2026","Thu Jan 01 11:56:15 UTC 2026","62248","tests","test_12_CMS_Communities","","","","test_NAF_12_2_0_Create_Post_In_Community","
Test Case 225: Verify Admin Post Creation with Text and Image
Test Case 226: Verify Admin Post Draft Saving
Test Case 229: Verify Published Post Information

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Community page
4. Create a post with image and publish it
5. Verify the post is created and displayed
6. Create another post and save as draft
"
"passed","Thu Jan 01 11:57:24 UTC 2026","Thu Jan 01 12:01:38 UTC 2026","253863","tests.android","test_4_Program_Management","TestProgramManagement","","","test_NAF_4_8_0_comment_under_enrolled_program","
    Test Case: NAF-110
    As a user I should be able to check programs details
    Scenario: Comment under enrolled program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click comments entry
    7. Click write a comment
    8. Enter comment and send
    9. Verify comment is posted
    "
"passed","Thu Jan 01 11:38:04 UTC 2026","Thu Jan 01 11:38:40 UTC 2026","35970","tests","test_8_CMS_Video_Management","","","","test_NAF_8_8_0_Update_Video_Details","
Test that an admin user can select a video and update its details.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Select the uploaded video
6. Update video details
7. Verify changes are saved successfully
"
"passed","Thu Jan 01 12:17:52 UTC 2026","Thu Jan 01 12:17:56 UTC 2026","3490","tests.android","test_14_Community","TestCommunityManagement","","","test_NAF_14_4_0_verify_liking_post","
    Test Case: NAF-271
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify liking a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find the first like button
    4. Record current like count
    5. Click like button
    6. Verify like count changes as expected
    
    Expected Result: User should be able to like posts and see like count change
    "
"passed","Thu Jan 01 11:51:46 UTC 2026","Thu Jan 01 11:52:16 UTC 2026","30454","tests","test_11_CMS_Notifications","","","","test_CMS_11_9_0_Access_Comment_From_Notification","
Test Case 209: Verify ability to access comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Verify user is redirected to Comments view
8. Verify comment view access is successful
"
